meaning_id;word;definition;examples_markdown
6097;id;"bråda";"vlasy, ktori rastųť na licu u muža (na bradě i bokah), boroda";"*Stary **bělobrådy** děd imal prěkrasnu dųgų **brådų** i elegantne očki.*"
6098;id;"brådač";"člověk, muža, ktory nosi velmi velilku, močnu i dųgų borodu";"*Tuten gorsky **brådač** prědložił nam vkusny sělsky bifštek.*"
6099;id;"brådaty";"člověk, muža abo životina, ktora imaie močnu borodu na licu";"*Na centralьnom avanpostu strazil stary **brådaty** vojak s avtomatem.*"
6100;id;"brådavica";"malo, tvrdoje i bolěznjetvornoje pętno-prěrostok на koži člověka";"*Aptekaŕ prědložił lėgky balzam, da by hitro uničižiti tutu **brådavicų**.*"
6101;id;"brådavička";"maly děl ženskojej grudi, prěz ktory novoroždena dětka pije mleko, sosok";"*Biologija opisyvaje, kako dětinec dastaie mleko prěz **brådavičkų** matere.*"
6102;id;"brådobrivėc";"master, člověk, ktory professionalьno rěže vlasy i brådy mužej, parikmaher";"*Opytny **brådobrivėc** prěkrasno prěmenił stilь mladogo inženěra.*"
6103;id;"brahtati sę";"dvygati sę s močnym zvųkom v krugu vasera, igrati sę v baseně";"*Vsi dětki lųbili **brahtati sę** v toplorodnom sělskom potoku.*"
6104;id;"brajlovo pismo";"sistem reljefnyh pęten-lěter dlja čitańja slěpyh lųdi s pomočju rųk";"*Tuta nova kniga je prěkrasno izdana prěz **brajlovo pismo** dlja lųdi.*"
6105;id;"brak";"zakonny i urędny sojuz muža i ženy, stvoreńje novogo roda i obščine";"*Njihny svečany **brak** byl blågoslovleny centralьnym biskupom v soboru.*"
6106;id;"brakonier";"člověk, ktory bez zakonnogo razrěšeńja kradetь, rěže drěva i uničižeje životin v lěsu";"*Uręd centralьnoj strazě areštoval **brakoniera**, ktory uničižil barsuka.*"
6107;id;"brakonieŕstvo";"bezzakonьje, nasilьnoje uničižeńje lěsnoj prirody i životin bez urědnogo prava";"*Vlada počela močnu borbu protiv **brakonieŕstva** v gorskom regioně.*"
6108;id;"bråna";"velilka metalьna ogradka, krasive vhody v krugu kreposti, zamka abo doma, vorota";"*Vojaki hitro zakrili centralьnu **brånų** prěd vojskovoju atakoju.*"
6109;id;"bråniti";"oboroniti, hraniť kogo-nebudь od vora, bandita, opasnosti abo krizisa";"*Nacionalьna armija mora **bråniti** vsu konstitucijų i svobodų graždanov.*"
6110;id;"braslet";"dekorativny elegantny vėnec iz zolota abo skla, ktory lųdi nosęť na rųcě";"*Mlada aristokratka prědala krasivy zoloty **braslet** na svoju rųkų.*"
6111;id;"brat bliznec";"mužsky dětinec iz dveh, ktori sę roždeni vjedno u odnoj matere v jedno vrěmę";"*Můj **brat bliznec** rabotaie jako professionalьny inženěr na fabrikě.*"
6112;id;"brat ili sestra";"vyraz dlja označeńja vutarnjego rodstvennika v prěvom krugu roda, rodny";"*Každy **brat ili sestra** v našem velilom rodų dastaie blågoslovjeńje.*"
6113;id;"brat";"mužsky dětinec po otcu i matere v krugu jednogo roda, blizky člověk";"*Můj **brat** kupił nove črno avto s velmi močnym motorom.*"
6114;id;"bratati sę";"učiniti sojuz, stvoriť prěmya-blizku prětelьnosť, postupať jako brati";"*Poslě konca spora dva vzaemny vojakа počeli **bratati sę** v baru.*"
6115;id;"brati";"vząti v rųky, dĕržati, dastať tovar, djenjezi abo upotrebjati raboču silų";"*On ne dolžen **brati** cěnne finansove dokumenty bez avtorizacije.*"
6116;id;"bratislava";"glavny grad Slovakije, ktory leži na berěgu prěkrasnoj rěky Dunaj";"*Turisti lųbęť vizitovati **Bratislavų** zaradi starodavnejej kreposti.*"
6117;id;"bratja";"sbyr vseh bratov v krugu jednogo roda abo religijnoj obščine, bratija";"*Vsi **bratja** prěveli nočnoje bděńje v gorskom katedralьnom monastyru.*"
6118;id;"bratobijstvo";"strašnoje bezzakonьje, uničižeńje lastnogo brata abo vojna medžu bratьskimi narodami";"*Ta dųga vojna byla pravo **bratobijstvo** dlja vseh slovjanskih lųdi.*"
6119;id;"bratov";"ktory prinadleži bratu, stvoreny dělom bratocka";"*On vzął **bratov** kofěr s barvnymi olovkami dlja rissańja.*"
6120;id;"bratska ljubȯv";"prěmya-močna, čista i plemenita prětelьnosť medžu lųdami v obščestvě";"*V krugu našej sělskej obščine eksistovala prava **bratska ljubȯv**.*"
6121;id;"bratsky";"ktory tyče sę brata, polny lųbvi, uvažeńja i solidarnosti, fraternalьny";"*Oni prědali nam **bratsky** golos poddržanьja prěz tyažky krizis.*"
6122;id;"bratstvo";"sojuz lųdi, organizacija, bazu, ktora je stvorena na bratskoj lųbvi i cěli";"*Mladi studenti stvorili novo **bratstvo** v centralьnom universitetě.*"
6123;id;"bravisimo";"meždumetьje najvysšej hvaly, 'velilkoje bravo' dlja artista на sceně teatra";"***Bravisimo!** – křiknula cěla ploščadь poslě prěkrasnogo tanca.*"
6124;id;"bravo";"meždumetьje hvaly i podtveržeńja uspekha, 'dobre učinjeno'";"***Bravo!** – skazał učitelь dětke, – tvoja artikulacija je velmi lěpša.*"
6125;id;"bråzda";"dųga, gluboka linija на sělskom polų, stvorena s pomočju pluga dlja sěmenka";"*Sělsky rabotnik prěprětočił novu **bråzdų** dlja rastańja batata.*"
6126;id;"bråzditi";"činiti gluboke linije на polų, prěsekati prostranstvo, vodų abo nebe";"*Veliky transportny brod počel **bråzditi** azurne morske vodi.*"
6127;id;"brazilija";"najvelilša država v Južnoj Americě s glavnym gradom Brazilija, tropičny region";"*Fudbal i lětny šou-festivalь je glavna atrakcija v **Braziliji**.*"
6128;id;"braziľsky";"ktory tyče sę Brazilije, jej naroda, bogatej prirody rěky Amazonka i kulьtury";"*On kupił vkusnoje **braziľskoje** kofe na centralьnom rynkų grada.*"
6129;id;"bŕdo";"gorsky verh, maly holm abo děl tkackogo mašinnogo instrumenta dlja tekstilja";"*Oni pošli vyšejsšo na zelene **bŕdo**, da by uviděli sělsky dvorь.*"
6130;id;"brěg slonovoj kosti";"država v zapadnoj Africě s prěkrasnym morskym berěgom i glavnym gradom Jamusukro";"*Ekonomika **Brěga Slonovoj Kosti** je močno razvita zaradi kofe i kakaó.*"
6131;id;"brěg";"zemlja blizo do morskogo, rěčnogo abo ozernego vasera, pesčany berěg, bereg";"*Turisti lųbili sěděti na azurnom **brěgu** i smotrěti na transportny brod.*"
6132;id;"brěgovy";"ktory tyče sę berěga, morskogo abo rěčnogo prostranstva, litoraly";"*Vojenny general prědał **brěgovu** artileriju dlja zaščity centralьnoj strazě.*"
6133;id;"brěk";"rědko sělskoje drěvo iz roda rjabine s vkusnymi malimi hudožestvennymi plodami";"*V glubině lěsa pastuŕ našel stary **brěk**, pod ktorom sěděł barsuk.*"
6134;id;"breknųti";"naglo uveličiti sę v obъjemě, vzať bolьšu tųčnostь prěz vadozny vplyv";"*Zaradi močnogo dožda drěvane kolesa v vozu počeli **breknųti** i ostanovili sę.*"
6135;id;"brěmę";"tyažky děl tovara, kofěr, abo mentalьny problem i krizis, ktory tyaži člověka";"*Finansovy krizis stala prěmya-tyažkoje **brěmę** dlja celogo našego roda.*"
6136;id;"brěmennosť";"status ženske, ktora imaie novoroždenu dětku v krugu svojego těla prěd roždeńjem";"*Lěkaŕ storožno prověril, kako prěshodi **brěmennosť** mladoj matere.*"
6137;id;"brěmenny";"žena, ktora soderži dětocka v krugu svojego těla, prigotovlena roždeti jizń";"*Tuta **brěmenna** sělska žena dastała krasivy vzaftrak i morský vaser.*"
6138;id;"brenčati";"tvořiť postojanny, metalьny, nity zvųk s pomočju strun abo malih insektov";"*V lěsnoj tišině počeli **brenčati** male bube blizo gorskogo potoka.*"
6139;id;"brend";"vědomo i zlamano imę firmy, specifičny znak tovara na modernom rynkų";"*Tuten **brend** avtomobilov imaie močnu avtorizacijų prěz cěly světi.*"
6140;id;"brenknųti";"učiniti jeden nagly, hitry zvųk na nitym muzikalьnom instrumentě abo gitare";"*Muzikańt počel **brenknųti** po struně, i cěly bar ostał bezmȯlvny.*"
6141;id;"brěst";"velilko lěsno drěvo iz roda vęzov s močnym drěvanym klynom i krasivymi listami";"*Pod starym **brěstom** sěděł brådaty děd i rěčal dětockam bajki.*"
6142;id;"brėšljan";"tože, čto i bljušč; gorska liana, ktora actively raste vyšejsšo po stěnah, plųšč";"*Stěny katedralьnogo sobora byli polno pokryte zelenym **brėšljanem**.*"
6143;id;"brevis";"starodavna kratka nota v muzikalьnoj bazu, abo specifičny znak v pismě";"*Profesor opisał, kako **brevis** vživaše sę v krugu antičnoj liturgije.*"
6144;id;"brěza";"krasivo lěsno drěvo s bėloju kožoju kořenьja i malimi zelenymi listami, bereza";"*V aprilju **brěza** počne cvětiti i dastaie vkusny prirodny vaser.*"
6145;id;"brězėnj";"starodavny slovjansky nazov dlja měsęca marta, čas, kogda brěza počne jizń";"*V **brěznjų** holodny sněg počne mĕniti sę v sělske gorske potoki.*"
6146;id;"brěžny";"ktory leži blizo do berěga morja, rěky, abo dvyže sę blizko v vodě";"*Mornaki uviděli **brěžne** kamenьje i storožno ostanovili transportny brod.*"
6147;id;"bridko";"na neprijatny, zly, ne-krasivy način, polny srama i nespravědlivosti";"*On sę povede velmi **bridko**, kogda rěčal bogohuľne slova v cerkvě.*"
6148;id;"bridky";"ktory nemaje krasivogo vzgleda, zly, neprijatny člověk, postupaѥ bez srama";"*Tuten **bridky** bandit dastał strog arešt od urěda centralьnoj strazě.*"
6149;id;"bridky";"ostry instrument, nož, bostrý děl orųžьja, ktory može učiniti tyažku ranu";"*On vzął **bridky** bajonet i upevnil go на konec svojej vojskogoj pušky.*"
6150;id;"bridž";"složna popularna kartovna igra dlja četyrh lųdi s logičnym sčitańjem punktov";"*Vsi profesori lųbili igrati **bridž** prěz dųgi večer v kancelaŕjų.*"
6151;id;"briket";"prěsovany děl uglьa, torfa abo drěvnyh pilov dlja gorenьja v oňu prěz zimu";"*Rabotnik prěnesł tyažky **briket** v sělsky dom dlja toplorodnejej hrane.*"
6152;id;"britańske děvičje ostrovy";"karibsky ostrovny region, ktory dastaie urędnu zaščitu i vlastь države Velika Britanija";"*Mnoge bogate bankiri hraniatь svoje djenjezi na **Britańskih děvičjih ostrovah**.*"
6153;id;"britańske ostrovy";"geografičny sbyr ostrovov v sěverozapadnoj Evropě, s soderžańjem Britanije i Irlandije";"*Velilky transportny brod prěšel prěz **Britańske ostrovy** v sěvernom transportu.*"
6154;id;"britańsky";"ktory tyče sę Velikoj Britanije, jej naroda, parlamenta i anglosaksońskogo jazyka";"*Glavny **britańsky** minister prědložil novu antikorupcijnų komisjų.*"
6155;id;"briti sę";"rězati lastne vlasy i borodų na licu s pomočju ostroj britve prěd oknom";"*Mlady blondin počel **briti sę** vzaftrak prěd vyhodom na novu rabotų.*"
6156;id;"briti";"rězati borodų, vlasy na licu i tělu s pomočju ostrogo instrumenta, brěči";"*Brådobrivėc storožno počel **briti** starogo barona s pomočju balzama.*"
6157;id;"britva";"velmi ostry metalьny nož, instrument dlja rězańja borody u mužej, britva";"*On prěprověril, kako **britva** rabotaie, i hitro počel čistiti lice.*"
6158;id;"brjuhaty";"člověk abo životina, ktora imaie velmi velilky, široky i tųčny život, brjucho";"*Tuten stary **brjuhaty** bogač kupił vkusny bifštek na rynkų.*"
6159;id;"brjuho";"život, natorny děl lųdskogo těla abo životine, gde leži sistem traveńja";"*Mala opica čula močnu bolj v **brjuhu** prěz tyažky seltropičny plod.*"
6160;id;"brjušny";"ktory tyče sę života, anatomii brjucha, kletok i vnutrenьnyh organov";"*Lěkaŕ prěprověril **brjušny** děl i prědrěkal hitru apendektomiju.*"
6161;id;"bŕlog";"peščera, peščerna skladiščina v lěsu, gde stary medvědь spí prěz zimu, berloga";"*Vojaki našli temny **bŕlog** v glubině gorskogo lěsa blizo stězke.*"
6162;id;"brno";"velilky grad v Čehiji, centralьny děl istoričnogo regiona Moravija";"*Universitet v **Brně** imaie rědku i bogatų bibliografičnu kolekcijų.*"
6163;id;"brod";"plětko město na rěcě, prěz ktore lųdi, avto i barani mogųtь prěshoditi na iny berěg";"*Karavan storožno prěšel prěz sělsky **brod** prěz utrny jasny čas.*"
6164;id;"broditi";"medleno hoditi po plětkomu vaseru, pėsku, polų bez prědrěkanoj hitrosti";"*Dětki lųbili **broditi** v gorskom potoku, igrajući sę vjedno prěz lěto.*"
6165;id;"broditi";"proces, prěz ktory sahar v židkosti prěměnja sę v alkohol prěz vplyv gribkov";"*Vkusnoje jablokovoje vino počelo **broditi** v centralьnoj drěvanoj bȯčvě.*"
6166;id;"broj";"čislo, označeńje cěnosti, urędny znak na domě, telefonu abo v sčitańjų matematiky";"*Prošu vas prědati tvoj **broj** telefona na tutejšu anketnu stranicų.*"
6167;id;"brom";"himičny element s atomnym čislom 35, tyažka tme-črvena židkosť s opasnym zapahom";"*V centralьnoj laboratoriji inženěr prěprověril, kako **brom** reagovaѥ.*"
6168;id;"brȯnja";"metalьna zaščitna sųkńa, kostųm vojakov dlja oborony těla v boju, bronja";"*Močny bogatyr imal zolotnų **brȯnjų**, ktora prěkrasno blěstěla.*"
6169;id;"brȯnjenosėc";"veliky vojenny morský korablь s močnoju metalьnoju zaščitoju od topov";"*Glavny **brȯnjenosėc** otputoval na sěvernu granicu morskogo regiona.*"
6170;id;"bronza";"metalьna směs, legura medı i olova, bazu dlja tvořeńja starodavnyh predmetov";"*Arheologi našli rědky zolotno-bronzovy vėnec i statuję iz **bronze**.*"
6171;id;"bronzova doba";"istorična era lųdskogo roda, prěz ktorų lųdi počeli actively tvořiť orųžьje iz bronze";"*V tutejšem muzeumě eksistuje rědka kolekcija predmetov iz **bronzovei doby**.*"
6172;id;"bronzovy";"ktory je stvoreny iz bronze, abo imaie braunovo-zolotny krasivy cvět";"*Mlady atlet dastał **bronzovų** medalų na centralьnom stadione grada.*"
6173;id;"broška";"dekorativny vėnec, bižuterija s ostroju igloju dlja upevnjeńja на tekstilь, brošь";"*Mlada baronesa prědala krasivu **broškų** na svoju azurnų bluzkų.*"
6174;id;"brošura";"mala, lėgka kniga s papirnym krovom, ktora soderži reklamne abo urędne dane";"*Sekretarka prědała nam novu **brošurų** o digitalьnoj bezpečnosti firmy.*"
6175;id;"brȯv";"linija vlasov vyšejsšo nad očkom u člověka, ktora hrani očka od pota, brovь";"*Ona storožno prěměnila linijų svojej **brȯvi** prěd carskym balom.*"
6176;id;"brť";"pustyna, okrugloje dĕl v klynu prědkověčnogo drěva, gde sělske pčely hrane med";"*Gorsky rabotnik našel staru **brť** v lěsu i vzął svěžy slodky med.*"
6177;id;"brtnik";"člověk, master, ktory actively sbyraie naturalьny med iz rědkyh lěsnyh brtej, pčelaŕ";"*Opytny **brtnik** prěnesł sklanjanu banku s lěsnym medom prěmye na bazar.*"
6178;id;"bruk";"doroga, ktora je stvorena i pokryta s pomočju močnyh kamenov, mostovaja";"*Starodavny **bruk** v centru grada byl prěkrasno stvoreny prěz věk slavy.*"
6179;id;"brukva";"sělsky okrugly klynovy plod iz roda kapustnyh, hrana dlja lųdi i životin";"*Babka dodala svěžu **brukvų** v gorcy sělsky boršč dlja vkusnogo aromata.*"
6180;id;"brunetka";"žena abo děvka, ktora imaie temne, črne abo tme-braunove vlasy";"*Mlada **brunetka** prědala svoje avtentifikacijne dane v urědu strazě.*"
6181;id;"brus";"četvrhorany dųgy děl drěva abo tyažky kamenь dlja čistki i ostřeńja nočev";"*Rabotnik vzął stary drěvany **brus** i počel strojeńje centralьnoj stěny.*"
6182;id;"bruselj";"glavny grad Belgjije, děl Evrosojuza i centralьno město evropskoj politiky";"*Glavny minister otputoval v **Bruselj** na važnu antikorupcijnų komisjų.*"
6183;id;"brusiti";"činiti instrument, nož abo bajonet ostrym s pomočju kamennogo brusa";"*Vojak na avanpostu počel **brusiti** svoj starodavny vojsky nož.*"
6184;id;"brusnica";"maly gorsky kust s kiselými črvenymi jagodami, ktore rastųť v sěvernыh lěsah";"*Ona sbyrała svěžų **brusnicų** vyšejsšo nad gorskoju stězkoju dlja koláča.*"
6185;id;"brutaľnosť";"svojstvo nasilьstva, polna krutośtь, zlamana moralьnosť bez srama i uvažeńja";"*Policija uviděla močnu **brutaľnosť** v postųpkah toj prestupnoj bandy.*"
6186;id;"brutaľny";"ktory je nasilьny, kruty, zly i prěkršaie vsu bezpečnosť lųdi, žestoky";"*Opasny bandit dastał strog arešt za svoj **brutaľny** udar straznika.*"
6187;id;"bruto";"polna tyažosť tovara vjedno s kofěrom i torboju, abo cěly dohod prěd nalogom";"*Finansovy urędnik prěprověril **bruto** dohod našej firmy za prošly god.*"
6188;id;"bŕvno";"velilky tyažky děl drěva, klyn, ktory slųži dlja strojeńja stěn abo prěkrosta potoka";"*Rabotniki prěnesli močno **bŕvno** prěz rějų, da by stvoriť lėgky brod.*"
6189;id;"bryzgati";"brosati male kaple vasera, židkosti abo kryvi v različne napravleńja";"*Mla dětka počela **bryzgati** vaser v baseně prěz lětny hotod denь.*"
6190;id;"bryzgnųti";"učiniti jeden nagly, hitry broś kaplov židkosti vyšejsšo nad čem-nebudь";"*Gorcy benzin **bryzgnųl** iz zlamanogo baka prěmye na šofera mašine.*"
6191;id;"brza pomoć";"specialьna medicinska ekipa i avto, ktore hitro dastaie lėkarja k choromu";"*Poslě tyažkoj avarije na avtomagistrali **brza pomoć** prišla za tri minuti.*"
6192;id;"brzina";"svojstvo rychlości, hitre dvyžeńje v prostranstvě abo v sčitańjų vrěmene";"*Nova avtostrada pozvaļaje transport tovarov s velilkoju **brzinoju**.*"
6193;id;"brzo";"hitro, bostrějšo, za malo vrěmene, bez dųgogo waiting i ostanovleńja";"*On moraše **brzo** běgti v aptekų, da by kupiť neoridny antibiotik.*"
6195;id;"buba";"maly insekt, buba, abo v dětinskom rěčeńjų vsakoje nebezpečnoje biťje";"*Na azurnom cvětu sěděla mala črna **buba** i medleno dvygala sę.*"
6196;id;"bųbėn";"tože, čto i baraban; okrugly vojenny instrument, v ktory bьjųtь paločkami";"*Kozacky ataman prědrěkal udariti v **bųbėn** prěd centralьnoj atakoju.*"
6197;id;"bųblina";"vadozny vozdųšny krug v židkosti, na vodě abo v krugu skla, puzyŕ";"*Mladi dětki lųbili tvořiť krasive vozdųšne **bųbliny** s pomočju myta.*"
6198;id;"bučati";"tvořiť glosny, tyažky i postojanny zvųk, jako močna burja, motor abo rěka";"*Centralьny gorsky potok počel **bučati** poslě velilogo apriljskogo dožda.*"
6199;id;"buda";"vysoky indiansky i azijatsky duhovny master, voždь i stvoritelь budizma";"*Starodavna statuja **Bude** iz zolota stojała v centralьnom hramu.*"
6200;id;"budapest";"glavny grad Vųgrijie, velilky děl kulьtury i istorije blizo rěky Dunaj";"*Oni rězervovali prěkrasny apartament v **Budapestu** za lětne vakacije.*"
6201;id;"bųde/bųdųt";"glagol 'byti' v budųćem vrěmeni dlja singulara i plurala osolbov";"*Naša nova finansova strategija **bųde** bazu dlja uspekha celogo roda.*"
6202;id;"budiľnik";"maly časovy instrument, mašina, ktora glosno zvųči utrom dlja bděńja lųdi";"*Glosny **budiľnik** ostanovil moj spanьje roždano v sěm godin utra.*"
6203;id;"budist";"člověk, ktory slěduje zakonam i filosofiji Bude, věrny děl budizma";"*Tuten gorsky **budist** prěvel cělo nočnoje bděńje v tihom hramu.*"
6204;id;"buditelj";"člověk, ktory actives věčaye narod, prědvoditь nacionalьnu reformu i prosvěščeńje";"*Izvěstny slovjansky **buditelj** napisał prěvu azubukų dlja sělskih dětok.*"
6205;id;"buditi sę";"vstavati iz spanьja, mĕniti status tme na aktivnu bodrosť utrom";"*On lųbił **buditi sę** velmi rano, kogda solnce tolьko počinaje lųč.*"
6206;id;"buditi";"ostanovļati spanьje inogo člověка, křiknųti glosno dlja vsegdašnogo bděńja";"*Prošu tę, neoridno **buditi** starogo barona prěd utrnym vzaftrakom.*"
6207;id;"budizm";"vostočna filosofsky-religijna sistema i věra, osnovana na rěčah Bude";"*Oni izučavali Christianьstvo i **budizm** v centralьnom departamentě.*"
6208;id;"budka";"maly drěvany dom dlja psa, straznika, abo urędnoje prostranstvo dlja telefona";"*Maly sělsky pes hitro skaknuł v svoju **budkų** prěz močny doždь.*"
6209;id;"budovati";"stvoriť, děláť dom, kreposť, avtomagistraļ abo ustaviti finansovų bazu, stroiti";"*Firma počela **budovati** novu modernu bibliotekų v centralьnom regioně.*"
6210;id;"bųdųći";"ktory bųde poslě tutejšego časa, prědloženy v prirědų, slědujųći, buduščij";"*V **bųdųćem** měsęcu my planujeme kupiti novy benzinovy motor dlja avto.*"
6211;id;"bųdųćность";"vrěmę, ktore bųde poslě tutejšego dňa, status zizni v prirědnem časě, buduščeje";"*Mladi ljudi dolžny stvоriti svoju **bųdųćnosť** na baze znanьja i zakona.*"
6212;id;"budynȯk";"stvorena dorgа structura, dom s krovom i stěnah dlja žitьja lųdi, zdanije";"*Novi mramorny **budynȯk** banka stojał vyšejsšo nad centralьnoju ploščadьjų.*"
6213;id;"budžet";"finansovy plan dohodov i rashodov kogo-nebudь na prědrěkany period vrěmene";"*Městsky **budžet** za tutejšy god byl polno spentovany na strojeńje dorog.*"
6214;id;"bufer obměna";"vremenno digitalьno prostranstvo v računalьniku dlja hraneńja kopirovanyh informacij";"*On prědał kod v **bufer obměna**, da by go prěněsti v novu aplikacijų.*"
6215;id;"bufer";"ustrojstvo dlja umenšeńja udara prěz prěkrost mašin, abo neutralьna zona";"*Moderny metalьny **bufer** na vagonu ostanovil močnu avarijų na stanciji.*"
6216;id;"buferna pamęť";"malo digitalьno skladišče v mašině dlja hitrejšej arhivacije i sčitańja informacij";"*Tuta stara računalьna **buferna pamęť** potratila vsu dvygačų silų.*"
6217;id;"bufet";"drěvany kofěr s oknami dlja vаz v kųhni, abo maly bar s lėgkoju hranoju";"*Babka vzała sklanjanu banku s svěžim medom iz starodavnogo **bufeta**.*"
6218;id;"bug";"grěška, neoridny děl v računalьnom programovom kodě, ktory zlamaie sistem";"*Mlady inženěr uže dva dni iščeł opasny **bug** v tutejšej baze danyh.*"
6219;id;"buhati";"tvořiť glosny, tyažky zvųk prěz padenьje, udar barabana abo močny kašelь";"*Vojenny top počel **buhati** na centralьnom avanpostu prěz nočnu borbų.*"
6220;id;"buhhalter";"člověk, muža, ktory professionalьno sčitaie djenjezi i vėde finansove zapisi firmy";"*Opytny **buhhalter** prigotovil avansovy otčet prěd prihodom direktora.*"
6221;id;"buhhalterka";"жена, ktora professionalьno sčitaie djenjezi i vėde finansove zapisi firmy";"*Mlada **buhhalterka** hitro prověrila vse bankovne bilety prěz sěť.*"
6222;id;"buhnųti";"učiniti jedan nagly, gigantsky, glosny zvųk prěz padenьje tyažkogo tela";"*Tyažky kamenny balvan **buhnųl** vyšejsšo iz gorske stězky prěmye v lěs.*"
6223;id;"buhta";"maly morský mĕstny zont, prěkrasny okrugly berěg, gde brodi dĕržatь mir od burje";"*Transportny brod storožno vsaftrak vyšel v azurnų **buhtų** ostrova.*"
6224;id;"bujno";"velmi močno, hitro, s gigantskoju siloju i bez nikakogo kontrolja natury";"*Zeleny bljušč počel **bujno** rasti po mramornym stěnah starogo zamka.*"
6225;id;"bujnosť";"svojство neograničenoj sily, aktivnosti, gněva abo bųde-hitrejšego rastańja";"*Pastuŕ dųgo prověrjał **bujnosť** mladogo bizonа na sělskom polų.*"
6226;id;"bujny";"ktory je močny, polny nasilьnoj sily, ne-mirny, abo actively rastųći";"*Holodny **bujny** věterь uničižil lėgku olovku na našem balkoně.*"
6227;id;"buk";"velilko lěsno drěvo s močnym tvrdym klynom i krasivoju braunovo-sėroju kožoju";"*V tutejšem prědkověčnom lěsu stary **buk** raste uže bolьše čem dva věka.*"
2228;id;"buket";"krasivo stvoreny sbyr sělskih cvětov vjedno, prigotovleny dlja dara lųdam";"*On kupił prěkrasny **buket** iz rozevыh azalijov dlja svojej lųbimej žene.*"
6229;id;"bukmekeŕsky";"ktory tyče sę bukmekera, urěda, gde lųdi prědajuť djenjezi на sportovne igri";"*Policija prověrila **bukmekeŕsku** kancelaŕjų na centralьnoj ploščadi grada.*"
6230;id;"bukovina";"istorična gorska oblast v Vostočnoj Evropě s velilymi lěsami iz buka";"*Můj rod proživel dųgy period v krugu prěkrasnoj **Bukovine**.*"
6231;id;"bukva";"grafičny urędny znak, lětera v azubukě abo latinicě dlja pisaneje rěči";"*Mala dětka počela rissati pěrve **bukve** s pomočju barvnoj olovky.*"
6232;id;"bukvaľno";"točno tako, kako je napisano, prěmye po smyslu každy lětere bez iluzije";"*On **bukvaľno** prěvede cěly text na medžuslovjansky jezik za patь minut.*"
6233;id;"bukvaľny";"ktory prěmye slěduje smyslu slova, točny, ne-metaforičny v rěčeńjų";"*Učitelь trěbovał **bukvaľny** prěvod starodavnogo biblijskogo pisma.*"
6234;id;"bukvica";"velilka ornamentna pěrva lětera v starodavnyh rukopisah, abo sělska lėkaŕska trava";"*Hudožnik rissał prěkrasnu zolotnų **bukvicų** na pěrvoj stranicě knige.*"
6235;id;"bulgar, bulgarin";"člověk iz starodavnogo tursko-nomadskogo naroda Volga-Kavkaza, abo graždanin Bulgarije";"*Starodavny **bulgarin** prěnesł cěnne tovari na centralьny bazar grada.*"
6236;id;"bulgarija";"država v južnoslovjanskom polu Balkanov s glavnym gradom Sofija";"*Morfologia i istorija **Bulgarije** je velmi interesna dlja balkanista.*"
6237;id;"bulgariizacija";"proces rasprostraneńja bulgarskogo jazyka, pisma i kulьtury medžu inymi narodami";"*Učeny izučala dųgy period **bulgarizacije** v tutejšem gorskom regioně.*"
6238;id;"bulgarka";"жена bulgarskogo proishoždeńja, rodna žitelьka države Bulgarija";"*Mlada **bulgarka** prěkrasno tancovala na centralьnoj sceně festivala.*"
6239;id;"bulgaŕsky";"ktory tyče sę Bulgarije, jej naroda, južnoslovjanskogo jazyka i istorije";"*Oni kupili vkusny **bulgaŕsky** batat na centralьnom rynkų.*"
6240;id;"bulimija";"tyažka mentalьna i fizična bolězń, prěz ktorų člověk imaie gigantsky apetit bez stopa";"*Lěkaŕ prědrěkal specialьno lėčeńje protiv **bulimije** dlja mladoj děvky.*"
6241;id;"bulj-bulj";"meždumetьje, ktore označaje zvųk dvyžeńja vasera, potoka abo bljuvańja";"***Bulj-bulj** – slyšalo sę iz sklanjane posude, kogda otec lьjaše vino.*"
6242;id;"buljon";"vkusna, gorca židkosť, supa iz toženogo męsa, sělskih rastlin i prěprav";"*Babka prigotovila močny **buljon** iz baranine dlja chorogo dětinca.*"
6243;id;"bulka";"maly, okrugly, slodky sэлsky koláč stvoreny iz toženej pšeničnoj muky, buločka";"*Ona kupila svěžų **bulkų** s jablokami v centralьnom magazinu hrane.*"
6244;id;"bulvar";"široka elegantna městska ulica s dųgymi rědami prěkrasnyh drěv i stězkami";"*Mladi lųdi lųbili hoditi prěz centralьny **bulvar** každy lětny večerь.*"
6245;id;"bumerang";"drěvany nož-instrument, ktory letaje v krugu i avtomatično dvyže sę prěmye nazad";"*Jego bezčėstny postųp prěšel nazad k nemu jako realьny **bumerang**.*"
6246;id;"bunker";"močna betonna zaščitna peščera pod zemlьjų dlja oborony vojska prěz ataku";"*Vojaki prěveli cělo nočnoje bděńje v tutejšem vojennom **bunkeru**.*"
6247;id;"bunt";"naglo obščestveno nasilьstvo, vojsky spor, revolucija lųdi protiv vlasti monarha";"*Građane zapustili močny **bunt** protiv novogo antidemokratičnogo zakona.*"
6248;id;"buntovati sę";"činiti bunt, atakovati urědnu vlastь, ne slųšati komandanta i zakona";"*Pěhota počela **buntovati sę** zaradi nedostatku hrane i vojnogo krizisa.*"
6249;id;"buntovnik";"člověk, vojak, ktory actively učestvuje v buntě i bori sę protiv urěda";"*Policija areštovala vseh **buntovnikov** na centralьnoj ploščadi grada.*"
